,YEAR,FACILITY_NAME,FEDERAL_FACILITY,PARENT_COMPANY_NAME,INDUSTRY_SECTOR,ZIP,STATE,CITY,COUNTY,LATITUDE,LONGITUDE,CHEMICAL,UNIT_OF_MEASURE,CARCINOGEN,CAA_CHEMICAL,TOTAL_RELEASES,ON_SITE_RELEASE_TOTAL,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,ON_SITE_RECYCLED_TOTAL,ONE_TIME_RELEASES
37,2004,J C STEELE & SONS INC,NO,,Machinery,28677,NC,STATESVILLE,IREDELL,35.77594,-80.88917,CHROMIUM,Pounds,YES,YES,3618.0952,10.0,3608.0476,0.0,0.0,0.0
38,2004,SIEMENS CHARLOTTE TURBINE GENERATOR SERVICE CENTER,NO,SIEMENS CORP,Machinery,28273,NC,CHARLOTTE,MECKLENBURG,35.14332,-80.98545,ETHYLENE GLYCOL,Pounds,NO,YES,0.0,0.0,0.0,0.0,0.0,0.0
39,2004,COTY US LLC,NO,COTY INC,Chemicals,27332,NC,SANFORD,LEE,35.45958,-79.1123,ZINC COMPOUNDS,Pounds,NO,NO,260.0,0.0,255.0,0.0,0.0,0.0
40,2004,UNIVAR USA INC JAMESTOWN FACILITY,NO,UNIVAR USA INC,Chemical Wholesalers,27282,NC,JAMESTOWN,GUILFORD,35.99347,-79.93371,ETHYLENE GLYCOL,Pounds,NO,YES,10.0,10.0,0.0,0.0,0.0,0.0
41,2004,ALBEMARLE,NO,ALBEMARLE CORP,Chemicals,28086,NC,KINGS MOUNTAIN,CLEVELAND,35.218889,-81.354167,N-HEXANE,Pounds,NO,YES,12353.0,12353.0,0.0,0.0,0.0,0.0
42,2004,MWG BIOTECH INC,NO,MWG BIOTECH INC,Chemicals,27265,NC,HIGH POINT,GUILFORD,36.04849,-79.95447,DICHLOROMETHANE,Pounds,YES,YES,0.0,0.0,0.0,0.0,0.0,0.0
43,2004,CHEMTURA CORP,NO,CHEMTURA CORP,Chemicals,28054,NC,GASTONIA,GASTON,35.243611,-81.1875,THIRAM,Pounds,NO,NO,123.0,123.0,0.0,0.0,0.0,0.0
44,2004,LIPPERT COMPONENTS INC PLANT 6,NO,LIPPERT COMPONENTS MANUFACTURING INC,Transportation Equipment,28075,NC,HARRISBURG,CABARRUS,35.31446,-80.67937,NICKEL,Pounds,YES,YES,25.85,0.0,25.85,2559.04,0.0,0.0
45,2004,ENGINEERED POLYMER SOLUTIONS INC D/B/A VALSPAR COATINGS,NO,THE VALSPAR CORP,Chemicals,28625,NC,STATESVILLE,IREDELL,35.76391,-80.84241,AMMONIA,Pounds,NO,NO,0.0,0.0,0.0,0.0,170.0,0.0
46,2004,CHEMTURA CORP,NO,CHEMTURA CORP,Chemicals,28054,NC,GASTONIA,GASTON,35.243611,-81.1875,CARBOXIN,Pounds,NO,NO,27.0,27.0,0.0,0.0,0.0,0.0
